,Secondary Display Type,Wireless Charging,Platform,Device Category,Brand,Pixel Density,Market Regions,Zoom,Display Type,ROM,Display Refresh Rate,CPU Clock,Sec. SIM Card Slot,Mass,Price,ppi,CPU Name,RAM,VidResolution,bluetooth
0,False,False,Android,Smartphone,Sharp,295,Asia,1.0,Color IPS TFT LCD display,64,0,2200,False,0.174,468.65000000000003,246.62552474259226,Qualcomm Snapdragon,4,2.0736,5.1
1,False,True,Android,Smartphone,Huawei,444,Asia,3.5,AM-OLED display,512,120,3190,True,0.2,1257.2856000000002,424.2134202710644,Qualcomm Snapdragon,12,8.2944,5.2
2,False,False,Android,Smartphone,Samsung,401,North America,1.0,Color PLS TFT LCD display,64,90,2200,False,0.204,199.99,362.4354725582192,MediaTek Dimensity,4,2.0736,5.2
4,False,False,Android,Smartphone,Oppo,410,Asia,1.0,AM-OLED display,256,90,2500,True,0.182,361.7866,379.4443684445006,MediaTek Dimensity,8,8.2944,5.2
5,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,256,144,2995,True,0.22,550.0428,369.84150821725535,Qualcomm Snapdragon,8,8.2944,5.2
6,False,False,Android,Smartphone,BBK,269,Asia,1.0,Color IPS TFT LCD display,128,0,2320,True,0.191,168.3891,245.86286173441448,MediaTek Helio,4,2.0736,4.2
7,False,False,Android,Smartphone,Oppo,400,Asia,1.0,Color IPS TFT LCD display,64,60,2000,True,0.189,168.2694,370.45261662457796,UNISOC Tiger,4,2.0736,5.0
8,True,True,Android,Smartphone,BBK,407,Asia,1.0,AM-OLED display,512,120,3000,True,0.198,1053.0828000000001,381.28440221688595,Qualcomm Snapdragon,12,8.2944,5.3
9,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,256,144,2995,True,0.22,1183.3155000000002,369.84150821725535,Qualcomm Snapdragon,16,8.2944,5.2
10,False,False,Android,Smartphone,ZTE,400,Asia,1.0,AM-OLED display,256,120,3187,True,0.23,817.2828000000001,381.8822654072761,Qualcomm Snapdragon,12,33.1776,5.3
11,False,True,Android,Smartphone,BBK,518,Asia,2.5,AM-OLED display,512,120,2995,True,0.21,943.0428,492.035132071714,Qualcomm Snapdragon,12,33.1776,5.2
12,False,True,Android,Smartphone,Samsung,393,Africa,3.0,AM-OLED display,128,120,2995,True,0.196,854.3288,374.7037423206123,Qualcomm Snapdragon,8,33.1776,5.2
13,False,False,Android,Smartphone,BBK,409,Asia,1.0,Color IPS TFT LCD display,128,90,2400,True,0.182,281.266,377.2623224361679,Qualcomm Snapdragon,6,2.0736,5.0
14,False,False,Android,Smartphone,Samsung,401,Asia,1.0,Color PLS TFT LCD display,128,120,2200,True,0.197,320.74319999999994,367.50106696148276,Qualcomm Snapdragon,6,2.0736,5.1
15,False,False,Android,Smartphone,Samsung,269,North America,1.0,Color PLS TFT LCD display,64,90,2000,False,0.195,223.1504,245.29019285414367,Samsung Exynos,4,2.0736,5.0
16,False,False,Android,Smartphone,Xiaomi,395,Africa,1.0,AM-OLED display,128,120,2500,True,0.204,369.0,370.3142209807857,MediaTek Dimensity,6,8.2944,5.2
17,False,False,Android,Smartphone,Huawei,376,Africa,1.0,Color IPS TFT LCD display,128,90,2400,True,0.214,299.1864,350.21685097794807,Qualcomm Snapdragon,8,2.0736,5.0
18,False,False,Android,Smartphone,BBK,398,Asia,1.0,AM-OLED display,256,120,2800,True,0.189,361.4028,372.77952387166874,Samsung Exynos,8,8.2944,5.2
19,False,True,Android,Smartphone,Samsung,425,North America,3.0,AM-OLED display,128,120,2995,True,0.168,799.99,403.64753336144287,Qualcomm Snapdragon,8,33.1776,5.2
20,False,False,Android,Smartphone,BBK,401,Asia,1.0,Color IPS TFT LCD display,128,0,2000,True,0.19,261.166,371.31837404990574,MediaTek Helio,8,4.1472,5.0
21,True,True,Android,Smartphone,Samsung,425,Asia,1.0,AM-OLED display,256,120,3190,False,0.187,1200.1109999999999,402.1245566962048,Qualcomm Snapdragon,8,8.2944,5.2
22,False,True,Android,Smartphone,BBK,518,Asia,3.0,AM-OLED display,256,120,3190,True,0.216,864.4428,491.4500464402023,Qualcomm Snapdragon,12,33.1776,5.3
23,False,False,Android,Tablet,Huawei,224,Asia,1.0,Color IPS TFT LCD display,128,0,2000,False,0.45,353.7177,204.24111450102308,HiSilicon Honor,4,2.0736,5.1
24,False,False,Android,Tablet,Huawei,224,Asia,1.0,Color IPS TFT LCD display,128,0,2000,False,0.45,380.38,204.24111450102308,HiSilicon Honor,4,2.0736,5.1
25,False,False,Android,Smartphone,Samsung,269,Asia,1.0,Color PLS TFT LCD display,128,60,2320,True,0.188,200.9866,246.36178196397574,MediaTek Helio,4,2.0736,5.0
26,False,False,Android,Smartphone,BBK,398,Asia,5.0,AM-OLED display,128,120,2842,True,0.1906,785.8428,379.3964805653668,Qualcomm Snapdragon,8,33.1776,5.2
27,False,False,Android,Smartphone,BBK,398,Asia,1.0,AM-OLED display,256,120,2200,True,0.186,348.80879999999996,372.77952387166874,MediaTek Helio,12,8.2944,5.2
28,False,True,iOS / iPadOS,Smartphone,Apple,460,North America,6.0,AM-OLED display,256,120,3460,True,0.206,1099.0,436.1759291239214,Apple A16,6,8.2944,5.3
29,False,False,Android,Smartphone,Xiaomi,268,Asia,1.0,Color IPS TFT LCD display,64,0,2400,True,0.19,212.02550000000002,245.74754132524922,Qualcomm Snapdragon,3,2.0736,5.0
30,False,False,iOS / iPadOS,Tablet,Apple,265,Africa,1.0,Color IPS TFT LCD display,64,60,3200,False,0.461,599.0,239.14940472774754,Apple M1,8,8.2944,5.0
31,False,False,Android,Smartphone,Oppo,269,Asia,1.0,Color IPS TFT LCD display,64,60,2300,True,0.187,254.5866,248.9750742676356,MediaTek Helio,4,2.0736,5.3
32,False,True,Android,Smartphone,Samsung,393,North America,3.0,AM-OLED display,128,120,2995,True,0.196,999.99,374.7037423206123,Qualcomm Snapdragon,8,33.1776,5.2
33,True,True,Android,Smartphone,Motorola,413,Europe,1.0,AM-OLED display,512,165,3190,False,0.1885,1487.9504,389.20482087734354,Qualcomm Snapdragon,12,8.2944,5.3
34,False,False,Android,Smartphone,Xiaomi,395,North America,1.0,AM-OLED display,128,120,2800,True,0.1835,322.3504,366.80260866487373,Qualcomm Snapdragon,4,2.0736,5.0
35,False,False,Android,Smartphone,Oppo,451,Asia,1.0,AM-OLED display,256,144,3190,True,0.199,440.00280000000004,427.29555339070635,Qualcomm Snapdragon,12,8.2944,5.3
36,False,True,Android,Smartphone,Samsung,500,North America,10.0,AM-OLED display,256,120,3360,False,0.234,1199.99,477.86601107158776,Qualcomm Snapdragon,8,33.1776,5.3
37,False,False,Android,Smartphone,BBK,401,Asia,1.0,Color IPS TFT LCD display,128,120,2400,True,0.189,251.36280000000002,371.54942602628336,MediaTek Dimensity,6,8.2944,5.2
38,False,False,Android,Smartphone,Samsung,401,North America,1.0,AM-OLED display,128,120,2400,False,0.202,449.99,372.334041205365,Samsung Exynos,6,8.2944,5.3
39,False,False,Android,Tablet,Samsung,225,Africa,1.0,Color IPS TFT LCD display,128,60,2400,False,0.674,709.0,193.89941031461336,Qualcomm Snapdragon,6,8.2944,5.2
40,False,True,Android,Smartphone,Samsung,500,Africa,10.0,AM-OLED display,512,120,3360,True,0.233,1493.3391,477.86601107158776,Qualcomm Snapdragon,12,33.1776,5.3
41,False,True,iOS / iPadOS,Smartphone,Apple,460,Africa,2.0,AM-OLED display,128,60,3233,True,0.172,1183.3155000000002,434.1204188427978,Apple A15,6,8.2944,5.3
42,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,128,120,2600,True,0.187,401.9866,371.88000167791574,MediaTek Dimensity,8,8.2944,5.2
43,False,False,Android,Smartphone,BBK,409,Asia,1.0,AM-OLED display,128,90,2200,True,0.18030000000000002,375.06600000000003,380.6816903201239,Qualcomm Snapdragon,6,8.2944,5.2
44,False,False,Android,Smartphone,OnePlus,451,Africa,1.0,AM-OLED display,128,120,3050,True,0.1935,519.9955,430.6531573225829,MediaTek Dimensity,8,8.2944,5.3
45,False,True,Android,Smartphone,Samsung,425,North America,3.0,AM-OLED display,128,120,2995,True,0.168,799.99,403.64753336144287,Qualcomm Snapdragon,8,33.1776,5.2
46,True,True,Android,Smartphone,BBK,420,Asia,2.0,AM-OLED display,512,120,3187,True,0.279,1571.8428000000001,392.962478376301,Qualcomm Snapdragon,12,33.1776,5.3
47,False,False,Android,Smartphone,Samsung,401,Asia,1.0,AM-OLED display,128,120,2400,False,0.201,680.043,372.334041205365,Samsung Exynos,8,8.2944,5.3
48,False,False,Android,Smartphone,Motorola,405,Asia,1.0,Color IPS TFT LCD display,128,60,1950,True,0.1772,177.66315500000002,376.5331333293739,UNISOC Tiger,4,2.0736,5.0
49,False,False,Android,Smartphone,Oppo,398,Asia,1.0,AM-OLED display,128,120,3200,True,0.1998,392.8428,372.05482848228326,Qualcomm Snapdragon,8,8.2944,5.2
50,False,False,Android,Smartphone,Motorola,270,Asia,1.0,Color IPS TFT LCD display,64,90,2000,True,0.18345,160.7866,247.19447053542933,MediaTek Helio,4,2.0736,5.1
51,False,False,Android,Smartphone,Nokia,400,Asia,1.0,Color IPS TFT LCD display,64,120,2200,True,0.19,346.011159,366.2247848156953,Qualcomm Snapdragon,4,2.0736,5.1
52,False,False,Android,Smartphone,Samsung,394,Central America,1.0,AM-OLED display,256,120,2400,True,0.181,505.64910000000003,370.29909036389495,Qualcomm Snapdragon,8,8.2944,5.0
53,False,True,iOS / iPadOS,Smartphone,Apple,460,Asia,6.0,AM-OLED display,256,120,3460,True,0.206,1499.68,436.1759291239214,Apple A16,6,8.2944,5.3
54,False,False,Android,Smartphone,Samsung,401,Asia,1.0,Color PLS TFT LCD display,64,60,2000,True,0.207,200.9866,367.50106696148276,Samsung Exynos,4,2.0736,5.0
55,False,True,Android,Smartphone,Sony,642,North America,5.2,AM-OLED display,256,120,3187,True,0.187,1399.99,590.6608024367538,Qualcomm Snapdragon,12,8.2944,5.3
56,False,False,Android,Smartphone,BBK,409,Asia,1.0,AM-OLED display,256,90,2600,True,0.179,471.44280000000003,386.22642334911666,MediaTek Dimensity,12,8.2944,5.2
57,False,False,Android,Smartphone,Huawei,395,Asia,1.0,AM-OLED display,256,120,3190,True,0.195,565.7628,373.24594921063715,Qualcomm Snapdragon,16,8.2944,5.2
58,False,False,Android,Smartphone,Huawei,429,Asia,3.0,AM-OLED display,256,120,2750,True,0.192,581.4828,410.57493476820997,MediaTek Dimensity,8,8.2944,5.2
59,False,False,Android,Smartphone,Huawei,260,Asia,1.0,Color IPS TFT LCD display,128,90,2200,True,0.196,188.4828,241.847355808023,MediaTek Dimensity,6,2.0736,5.1
60,False,False,Android,Smartphone,Oppo,394,Africa,1.0,AM-OLED display,256,120,2850,True,0.183,842.9091,378.26532105264226,MediaTek Dimensity,12,8.2944,5.3
61,False,False,Android,Smartphone,BBK,453,Asia,2.0,AM-OLED display,128,120,3050,True,0.202,581.4828,432.8050516641867,MediaTek Dimensity,8,8.2944,5.3
62,False,False,Android,Smartphone,ZTE,395,Asia,5.0,AM-OLED display,512,144,2995,True,0.199,707.2428,376.4895466012275,Qualcomm Snapdragon,12,33.1776,5.2
63,False,False,Android,Smartphone,Oppo,409,Asia,1.0,AM-OLED display,128,120,3000,True,0.179,361.7866,382.8002351402696,MediaTek Dimensity,8,8.2944,5.1
64,False,False,Android,Smartphone,ZTE,395,Asia,1.0,AM-OLED display,256,0,2400,True,0.1925,345.5256,370.9314047124352,MediaTek Dimensity,8,8.2944,5.1
65,False,True,iOS / iPadOS,Smartphone,Apple,460,Asia,6.0,AM-OLED display,512,120,3460,True,0.206,2092.977,436.1759291239214,Apple A16,6,8.2944,5.3
66,False,False,Android,Smartphone,Samsung,269,Asia,1.0,Color PLS TFT LCD display,128,0,2320,True,0.188,180.88660000000002,246.36178196397574,MediaTek Helio,4,2.0736,5.0
67,False,True,Android,Smartphone,Xiaomi,521,Asia,3.3,AM-OLED display,256,120,3187,True,0.229,911.6028,497.46564067543284,Qualcomm Snapdragon,12,33.1776,5.3
68,False,True,Android,Smartphone,Samsung,500,Asia,10.0,AM-OLED display,256,120,3360,True,0.233,1245.2232,477.86601107158776,Qualcomm Snapdragon,12,33.1776,5.3
69,False,False,Android,Smartphone,Oppo,394,Africa,1.0,AM-OLED display,256,120,2850,True,0.183,829.0759,378.26532105264226,MediaTek Dimensity,8,8.2944,5.3
70,False,False,Android,Smartphone,Xiaomi,269,Asia,1.0,Color IPS TFT LCD display,64,60,2000,True,0.194,120.5866,244.83514791971538,MediaTek Helio,4,2.0736,5.0
71,False,True,Android,Smartphone,Samsung,425,North America,3.0,AM-OLED display,256,120,3360,False,0.168,945.407988,402.65256146054804,Qualcomm Snapdragon,8,33.1776,5.3
72,False,False,Android,Smartphone,Oppo,405,Asia,1.0,Color IPS TFT LCD display,128,90,2400,True,0.188,234.4866,373.68335763620564,MediaTek Dimensity,6,2.0736,5.1
73,False,False,Android,Smartphone,Nokia,270,Asia,1.0,Color IPS TFT LCD display,32,90,1610,True,0.189,178.5489,245.86816819968368,UNISOC Tiger,3,2.0736,5.0
74,False,False,Android,Smartphone,Nokia,270,Asia,1.0,Color IPS TFT LCD display,32,0,2000,True,0.189,271.25050000000005,245.15020251136275,MediaTek Helio,2,2.0736,5.0
75,False,False,Android,Smartphone,Sharp,295,Asia,1.0,Color IPS TFT LCD display,64,0,2200,False,0.162,238.238,261.689468735884,Qualcomm Snapdragon,4,2.0736,5.1
76,False,False,Android,Tablet,Samsung,266,Asia,1.0,AM-OLED display,256,120,2995,False,0.572,6.829013,246.91033014897363,Qualcomm Snapdragon,8,8.2944,5.2
77,False,False,Android,Smartphone,ZTE,387,Asia,1.0,AM-OLED display,512,165,2995,True,0.215,1100.2428,358.28696813584975,Qualcomm Snapdragon,18,33.1776,5.1
78,True,True,Android,Smartphone,Samsung,425,North America,1.0,AM-OLED display,256,120,3190,False,0.187,1073.599988,402.1245566962048,Qualcomm Snapdragon,8,8.2944,5.2
79,False,False,Android,Smartphone,BBK,398,Asia,2.0,AM-OLED display,256,120,2842,True,0.2095,659.9256,373.3731819533414,Qualcomm Snapdragon,12,8.2944,5.2
80,False,False,Android,Smartphone,BBK,398,Asia,2.0,AM-OLED display,256,120,3000,True,0.182,675.8028,374.6132117654492,MediaTek Dimensity,12,8.84736,5.2
81,False,False,Android,Smartphone,Oppo,401,Asia,1.0,Color TN-TFT LCD display,256,120,2750,True,0.205,345.6828,370.9796773119407,MediaTek Dimensity,8,8.2944,5.3
82,True,False,Android,Smartphone,Huawei,431,Asia,3.0,AM-OLED display,512,120,2995,True,0.267,1711.5936000000002,401.04567587060984,Qualcomm Snapdragon,16,8.2944,5.2
83,False,False,Android,Smartphone,Asus,444,Eastern Europe,1.0,AM-OLED display,128,120,3190,True,0.169,968.856159,415.87874535857145,Qualcomm Snapdragon,8,33.1776,5.2
84,False,False,Android,Smartphone,Asus,444,South America,1.0,AM-OLED display,128,120,3190,True,0.169,837.7138,415.87874535857145,Qualcomm Snapdragon,6,33.1776,5.2
85,False,False,Android,Smartphone,Samsung,401,Asia,1.0,Color PLS TFT LCD display,128,60,2000,True,0.207,241.1866,367.50106696148276,Samsung Exynos,6,2.0736,5.0
86,True,True,Android,Smartphone,Samsung,425,Asia,1.0,AM-OLED display,512,120,3190,False,0.187,1571.8428000000001,402.1245566962048,Qualcomm Snapdragon,12,8.2944,5.2
87,False,False,Android,Smartphone,Meizu,566,Asia,3.0,AM-OLED display,256,120,2995,True,0.162,675.8028,532.519564007966,Qualcomm Snapdragon,12,33.1776,5.2
88,False,False,Android,Smartphone,Nokia,188,Africa,1.0,Color IPS TFT LCD display,32,0,1500,False,0.18,110.714159,158.8302381192072,"MediaTek MT6739,",1,0.9216,5.0
89,False,False,Android,Smartphone,Samsung,408,North America,1.0,AM-OLED display,128,120,2400,False,0.189,449.99,379.2594806040699,Samsung Exynos,6,8.2944,5.1
90,False,False,Android,Smartphone,Oppo,394,Asia,1.0,AM-OLED display,256,120,2400,True,0.174,424.2828,376.14606405741455,Qualcomm Snapdragon,12,8.2944,5.2
91,False,False,Android,Smartphone,BBK,409,Africa,1.0,AM-OLED display,256,90,2400,True,0.186,516.7864,381.1180772901793,MediaTek Dimensity,8,8.2944,5.2
92,False,False,Android,Smartphone,Oppo,410,Asia,1.0,AM-OLED display,128,90,2500,True,0.182,473.7881550000001,379.4443684445006,MediaTek Dimensity,6,8.2944,5.2
93,False,True,iOS / iPadOS,Smartphone,Apple,325,Asia,1.0,Color IPS TFT LCD display,64,60,3232,True,0.144,550.0428,252.5842081594982,Apple A15,4,8.2944,5.0
94,False,False,Android,Smartphone,Motorola,405,North America,1.0,Color IPS TFT LCD display,128,120,2200,False,0.185,119.99,372.62343559570456,MediaTek Dimensity,4,2.0736,5.3
95,False,False,Android,Smartphone,Xiaomi,396,Asia,1.0,Color IPS TFT LCD display,128,90,2200,True,0.199,251.36280000000002,367.1087731149827,Qualcomm Snapdragon,8,2.0736,5.3
96,False,False,Android,Smartphone,Samsung,401,Asia,1.0,Color PLS TFT LCD display,128,90,2200,True,0.205,319.69655,362.4354725582192,MediaTek Dimensity,4,2.0736,5.2
97,False,False,Android,Tablet,Motorola,212,Asia,1.0,Color IPS TFT LCD display,64,90,2000,True,0.49,294.666,194.13314471279776,MediaTek Helio,4,2.0736,5.1
98,False,False,Android,Smartphone,Samsung,401,North America,1.0,AM-OLED display,128,120,2400,False,0.202,499.99,372.334041205365,Samsung Exynos,6,8.2944,5.3
99,False,False,Android,Smartphone,BBK,409,Asia,1.0,AM-OLED display,256,90,2600,True,0.1688,424.2828,380.8299455216129,MediaTek Dimensity,8,8.2944,5.1
100,False,True,Android,Smartphone,Samsung,500,North America,10.0,AM-OLED display,512,120,2995,True,0.229,1399.99,478.33196406010677,Qualcomm Snapdragon,12,33.1776,5.2
101,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,128,120,2000,True,0.188,235.64280000000002,366.19130205326576,Qualcomm Snapdragon,8,2.0736,5.1
102,False,False,Android,Smartphone,ZTE,395,Asia,1.0,AM-OLED display,256,144,3200,True,0.199,581.4828,374.56499397789366,Qualcomm Snapdragon,12,33.1776,5.3
103,False,False,Android,Smartphone,Oppo,394,Asia,1.0,Color IPS TFT LCD display,256,120,2200,True,0.171,535.4643000000001,376.0583938470794,Qualcomm Snapdragon,8,2.0736,5.1
104,False,False,Android,Smartphone,Samsung,401,Asia,1.0,Color PLS TFT LCD display,128,60,2000,True,0.201,170.8088,362.4354725582192,Samsung Exynos,4,2.0736,5.1
105,False,False,Android,Smartphone,BBK,270,Asia,1.0,Color IPS TFT LCD display,64,0,2320,True,0.179,144.2991,247.05938193046973,MediaTek Helio,4,2.0736,5.0
106,False,False,Android,Smartphone,Sugar,268,Asia,1.0,Color IPS TFT LCD display,128,0,1800,True,0.2,249.543,243.77332974441575,MediaTek Helio,4,2.0736,5.0
107,False,False,Android,Smartphone,Samsung,269,Asia,1.0,Color PLS TFT LCD display,64,0,2320,True,0.188,160.7866,246.36178196397574,MediaTek Helio,4,2.0736,5.0
108,False,False,Android,Smartphone,Motorola,405,North America,1.0,Color IPS TFT LCD display,128,120,2210,False,0.184,347.1504,375.69783318610695,Qualcomm Snapdragon,4,2.0736,5.1
109,False,True,Android,Smartphone,OnePlus,526,Asia,3.3,AM-OLED display,256,120,2995,True,0.2005,833.0028,500.0911433261816,Qualcomm Snapdragon,12,33.1776,5.2
110,False,False,Android,Smartphone,Samsung,401,South America,1.0,Color PLS TFT LCD display,128,60,2000,True,0.195,334.9738,368.4758582621616,Samsung Exynos,4,2.0736,5.0
111,False,False,iOS / iPadOS,Tablet,Apple,328,Africa,1.0,Color IPS TFT LCD display,64,0,2930,False,0.297,680.2188,290.0610655727998,Apple A15,4,8.2944,5.0
112,False,False,Android,Smartphone,ZTE,400,Asia,1.0,AM-OLED display,512,120,3187,True,0.23,1021.6428000000001,381.8822654072761,Qualcomm Snapdragon,16,33.1776,5.3
113,False,True,Android,Smartphone,Motorola,395,Asia,2.0,AM-OLED display,256,165,3187,True,0.199,1066.0381550000002,376.95300164589395,Qualcomm Snapdragon,12,33.1776,5.3
114,False,False,Android,Smartphone,Nokia,400,Asia,1.0,Color IPS TFT LCD display,128,120,2200,True,0.19,373.69315900000004,366.2247848156953,Qualcomm Snapdragon,4,2.0736,5.1
115,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,128,120,2000,True,0.188,204.2028,366.19130205326576,Qualcomm Snapdragon,6,2.0736,5.1
116,False,False,Android,Smartphone,Oppo,398,Asia,1.0,AM-OLED display,256,120,2400,True,0.188,550.0428,377.08437199983865,Qualcomm Snapdragon,12,8.2944,5.2
117,False,False,Android,Smartphone,Fairphone,409,Europe,1.0,Color IPS TFT LCD display,128,0,2210,True,0.225,685.8255,366.2577306079785,Qualcomm Snapdragon,6,12.0,5.1
118,False,False,iOS / iPadOS,Tablet,Apple,328,Africa,1.0,Color IPS TFT LCD display,64,0,2930,False,0.293,499.0,290.0610655727998,Apple A15,4,8.2944,5.0
119,False,True,Android,Smartphone,OnePlus,526,Asia,2.0,AM-OLED display,512,120,3187,True,0.205,770.1228,499.6061991568554,Qualcomm Snapdragon,16,33.1776,5.3
120,False,False,Android,Smartphone,BBK,269,Asia,1.0,Color IPS TFT LCD display,128,60,2200,True,0.186,157.0428,246.7190051371017,MediaTek Dimensity,4,2.0736,5.1
121,False,False,Android,Smartphone,Samsung,401,Africa,1.0,Color PLS TFT LCD display,64,60,2000,True,0.201,662.2896,362.4354725582192,Samsung Exynos,4,2.0736,5.1
122,False,False,Android,Smartphone,OnePlus,401,Asia,1.0,Color IPS TFT LCD display,128,120,2850,True,0.205,314.2428,371.835848665759,MediaTek Dimensity,8,8.2944,5.3
123,False,False,Android,Smartphone,Coolpad,269,Asia,1.0,Color IPS TFT LCD display,64,60,2000,True,0.1996,109.8828,246.3750447165448,MediaTek Helio,4,2.0736,5.0
124,False,False,Android,Smartphone,Oppo,409,Africa,1.0,AM-OLED display,128,90,2200,True,0.183,448.92550000000006,377.7922177816595,MediaTek Helio,8,2.0736,5.3
125,False,False,Android,Smartphone,Motorola,405,North America,1.0,Color IPS TFT LCD display,128,120,2200,False,0.185,119.99,372.62343559570456,MediaTek Dimensity,4,2.0736,5.3
126,False,False,Android,Smartphone,Samsung,408,Asia,1.0,AM-OLED display,128,120,2400,False,0.189,540.5400000000001,379.2594806040699,Samsung Exynos,6,8.2944,5.1
127,False,False,Android,Smartphone,BBK,401,Asia,1.0,Color IPS TFT LCD display,128,90,2000,True,0.1855,298.36560000000003,370.99641817034467,MediaTek Dimensity,8,8.2944,5.1
128,False,False,Android,Tablet,Oppo,225,Asia,1.0,Color IPS TFT LCD display,128,60,2400,False,0.44,312.9291,204.35774439571486,Qualcomm Snapdragon,4,0.7776,5.1
129,True,True,Android,Smartphone,Samsung,425,Asia,1.0,AM-OLED display,256,120,3190,False,0.187,1065.4632,402.1245566962048,Qualcomm Snapdragon,8,8.2944,5.2
130,False,False,Android,Smartphone,Xiaomi,401,Asia,1.0,Color IPS TFT LCD display,128,90,2200,True,0.201,254.5866,370.7942711820296,MediaTek Helio,6,2.0736,5.3
131,False,False,iOS / iPadOS,Tablet,Apple,265,Asia,2.0,Color IPS TFT LCD display,256,120,3194,False,0.468,1288.8828,242.39312551520166,Apple M1,8,8.2944,5.0
132,False,False,Android,Smartphone,Huawei,376,Asia,1.0,Color IPS TFT LCD display,256,90,2400,True,0.214,314.2428,350.21685097794807,Qualcomm Snapdragon,8,2.0736,5.0
133,False,False,Android,Tablet,Lenovo,220,Asia,1.0,Color IPS TFT LCD display,64,0,2000,False,0.498,334.15200000000004,197.83885693226844,Qualcomm Snapdragon,4,2.0736,5.1
134,False,False,Android,Tablet,Samsung,240,Africa,1.0,AM-OLED display,256,120,2995,False,0.726,1479.4405000000002,228.8122394591404,Qualcomm Snapdragon,12,8.2944,5.2
135,False,False,Android,Smartphone,ZTE,400,Asia,1.0,AM-OLED display,256,120,3360,True,0.23,864.4428,381.8822654072761,Qualcomm Snapdragon,16,33.1776,5.3
136,False,False,Android,Smartphone,Nokia,270,Asia,1.0,Color IPS TFT LCD display,128,90,1610,True,0.19,220.90120000000002,245.49911887282147,UNISOC Tiger,4,2.0736,5.0
137,False,False,Android,Smartphone,BBK,401,Asia,1.0,Color IPS TFT LCD display,128,0,2200,True,0.187,264.99,371.23369294547916,MediaTek Dimensity,6,2.0736,5.1
138,False,False,Android,Tablet,Xiaomi,275,Asia,1.0,Color IPS TFT LCD display,256,120,3190,False,0.518,550.0428,252.11206084428355,Qualcomm Snapdragon,8,8.2944,5.2
139,False,False,Android,Smartphone,Motorola,405,Asia,1.0,Color IPS TFT LCD display,128,90,2400,True,0.184,274.089036,375.8992317398959,Qualcomm Snapdragon,4,2.0736,5.0
140,False,True,iOS / iPadOS,Smartphone,Apple,460,Asia,6.0,AM-OLED display,1000,120,3460,True,0.24,2083.1504,438.276342105136,Apple A16,6,8.2944,5.3
141,False,False,Android,Smartphone,Oppo,398,Asia,1.0,AM-OLED display,128,120,3190,True,0.1945,401.9866,372.05482848228326,Qualcomm Snapdragon,6,8.2944,5.2
142,False,True,Android,Smartphone,Meizu,526,Asia,3.0,AM-OLED display,128,120,2995,True,0.189,722.9628,500.3285494919963,Qualcomm Snapdragon,8,33.1776,5.2
143,False,True,Android,Smartphone,Samsung,393,Australia,3.0,AM-OLED display,512,120,3360,False,0.195,1366.0412000000001,373.56180884599917,Qualcomm Snapdragon,8,33.1776,5.3
144,False,False,Android,Smartphone,Samsung,401,Asia,1.0,AM-OLED display,256,120,2400,True,0.202,570.8430000000001,372.334041205365,Samsung Exynos,8,8.2944,5.3
145,False,False,iOS / iPadOS,Tablet,Apple,265,North America,2.0,Color IPS TFT LCD display,256,120,3194,False,0.47,1099.0,242.39312551520166,Apple M1,8,8.2944,5.0
146,False,False,Android,Smartphone,Xiaomi,395,Asia,1.0,AM-OLED display,128,120,2995,True,0.21,686.9981550000001,372.01397739746824,Qualcomm Snapdragon,8,8.2944,5.2
147,False,True,Android,Smartphone,Samsung,425,Asia,3.0,AM-OLED display,256,120,3360,False,0.168,1243.242,402.65256146054804,Qualcomm Snapdragon,8,33.1776,5.3
148,False,False,Android,Smartphone,Huawei,270,North America,1.0,Color IPS TFT LCD display,64,60,2001,True,0.194,205.2944,247.47351313693542,MediaTek Helio,4,2.0736,5.1
149,False,False,Android,Smartphone,Oppo,409,Asia,1.0,AM-OLED display,128,60,2200,True,0.173,361.7866,380.2480644353934,Qualcomm Snapdragon,8,2.0736,5.1
150,True,True,Android,Smartphone,Motorola,413,Asia,1.0,AM-OLED display,256,144,2400,True,0.1886,738.6828,389.2240169183119,Qualcomm Snapdragon,12,8.2944,5.3
151,False,True,Android,Smartphone,Samsung,393,North America,3.0,AM-OLED display,256,120,2995,True,0.196,1049.99,374.7037423206123,Qualcomm Snapdragon,8,33.1776,5.2
152,False,False,Android,Smartphone,BBK,398,Asia,1.0,AM-OLED display,128,120,3000,True,0.171,518.6028,377.76076547130737,MediaTek Dimensity,8,8.84736,5.2
153,True,True,Android,Smartphone,Huawei,439,Asia,1.0,AM-OLED display,512,120,2840,True,0.19,1538.6655,414.0763612393483,Qualcomm Snapdragon,12,8.2944,5.2
154,False,False,Android,Smartphone,Samsung,401,Eastern Europe,1.0,AM-OLED display,256,120,2400,True,0.202,690.6659000000001,372.334041205365,Samsung Exynos,8,8.2944,5.3
155,False,False,Android,Smartphone,Xiaomi,409,Africa,1.0,AM-OLED display,64,90,2050,True,0.179,249.0,379.5773247281369,MediaTek Helio,6,2.0736,5.0
